date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:55	8356/8356	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/robots.txt		(from )
21:31:56	25700/25700	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/index.html	(from )
21:31:57	9393/9393	---M-Z	200	added ('OK')	text/html	date:Sat,%2028%20Sep%202024%2021:16:00%20GMT	https://wheelofnames.com/images/fb-screenshot.png	C:/Users/hp/Documents/httrack/Themes/heel123/wheelofnames.com/images/fb-screenshot.html	(from https://old.wheelofnames.com/)
21:31:57	490/490	---M-Z	200	added ('OK')	application/json	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/manifest.json	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/manifest.json	(from https://old.wheelofnames.com/)
21:31:58	9279/9279	---M-Z	200	added ('OK')	image/png	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/images/apple-touch-icon.png	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/images/apple-touch-icon.png	(from https://old.wheelofnames.com/)
21:31:58	1624/1624	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/images/favicon-32x32.png	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/images/favicon-32x32.png	(from https://old.wheelofnames.com/)
21:31:58	1197/1197	---M-Z	200	added ('OK')	image/png	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/images/favicon-16x16.png	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/images/favicon-16x16.png	(from https://old.wheelofnames.com/)
21:31:58	1150/1150	---M-Z	200	added ('OK')	image/x-icon	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/images/favicon.ico	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/images/favicon.ico	(from https://old.wheelofnames.com/)
21:32:01	58578/58578	---MCZ	200	added ('OK')	text/css	etag:W/%2276cb46c10b6c0293433b371bae2414b2%22	https://use.fontawesome.com/releases/v5.13.0/css/all.css	C:/Users/hp/Documents/httrack/Themes/heel123/use.fontawesome.com/releases/v5.13.0/css/all.css	(from https://old.wheelofnames.com/)
21:32:02	287287/287287	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/index-55d3b024f89691f87160.js	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/index-55d3b024f89691f87160.js	(from https://old.wheelofnames.com/)
21:32:03	677408/677408	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/vendor-e6af6eb8ab6902a3d5ac.js	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/vendor-e6af6eb8ab6902a3d5ac.js	(from https://old.wheelofnames.com/)
21:32:04	5609/5609	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/css/index.css	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/css/index.css	(from https://old.wheelofnames.com/)
21:32:04	395928/395928	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Aug%202024%2009:30:46%20GMT	https://old.wheelofnames.com/css/vendor.css	C:/Users/hp/Documents/httrack/Themes/heel123/old.wheelofnames.com/css/vendor.css	(from https://old.wheelofnames.com/)
21:32:06	14662/14662	---M--	200	added ('OK')	text/javascript	etag:%2200eaef44b16cbd5f%22	https://apis.google.com/js/api.js	C:/Users/hp/Documents/httrack/Themes/heel123/apis.google.com/js/api.js	(from https://old.wheelofnames.com/)
21:32:14	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/hp/Documents/httrack/Themes/heel123/www.google-analytics.com/analytics.js	(from https://old.wheelofnames.com/)
